1,0.000000,4576,I
0,0.042000,4670,P
0,0.083000,4809,P
0,0.125000,4832,P
0,0.167000,4874,P
0,0.209000,4897,P
0,0.250000,4961,P
0,0.292000,4984,P
0,0.334000,5122,P
0,0.375000,5186,P
0,0.417000,5368,P
0,0.459000,5487,P
0,0.501000,5625,P
0,0.542000,5744,P
0,0.584000,5904,P
0,0.626000,6023,P
0,0.667000,6161,P
0,0.709000,6280,P
0,0.751000,6508,P
0,0.792000,6627,P
0,0.834000,6765,P
0,0.876000,6884,P
0,0.918000,7044,P
0,0.959000,7163,P
0,1.001000,7301,P
0,1.043000,7420,P
0,1.084000,7602,P
0,1.126000,7721,P
0,1.168000,7859,P
0,1.210000,7978,P
0,1.251000,8138,P
0,1.293000,8257,P
0,1.335000,8340,P
0,1.376000,8459,P
0,1.418000,8686,P
0,1.460000,8805,P
0,1.502000,8943,P
0,1.543000,9062,P
0,1.585000,9222,P
0,1.627000,9341,P
0,1.668000,9479,P
0,1.710000,9598,P
0,1.752000,9780,P
0,1.793000,9899,P
0,1.835000,10037,P
0,1.877000,10156,P
0,1.919000,10316,P
0,1.960000,10435,P
0,2.002000,10573,P
0,2.044000,10692,P
0,2.085000,10919,P
0,2.127000,11038,P
0,2.169000,11176,P
0,2.211000,11295,P
0,2.252000,11400,P
0,2.294000,11519,P
0,2.336000,11657,P
0,2.377000,11776,P
0,2.419000,11958,P
0,2.461000,12077,P
0,2.503000,12215,P
0,2.544000,12334,P
0,2.586000,12494,P
0,2.628000,12613,P
0,2.669000,12751,P
0,2.711000,12870,P
0,2.753000,13096,P
0,2.794000,13215,P
0,2.836000,13353,P
0,2.878000,13472,P
0,2.920000,13632,P
0,2.961000,13751,P
0,3.003000,13889,P
0,3.045000,14008,P
0,3.086000,14190,P
0,3.128000,14309,P
0,3.170000,14447,P
0,3.212000,14514,P
0,3.253000,14955,P
0,3.295000,15632,P
0,3.337000,16110,P
0,3.378000,16577,P
0,3.420000,16932,P
0,3.462000,17423,P
0,3.504000,17910,P
0,3.545000,18400,P
0,3.587000,18925,P
0,3.629000,19534,P
0,3.670000,20097,P
0,3.712000,20579,P
0,3.754000,21135,P
0,3.795000,21609,P
0,3.837000,22092,P
0,3.879000,22544,P
0,3.921000,23017,P
0,3.962000,23475,P
0,4.004000,23937,P
0,4.046000,24377,P
0,4.087000,24940,P
0,4.129000,25363,P
0,4.171000,25842,P
0,4.213000,26681,P
0,4.254000,27414,P
0,4.296000,27877,P
0,4.338000,28346,P
0,4.379000,28569,P
0,4.421000,29062,P
0,4.463000,29485,P
0,4.505000,29942,P
0,4.546000,30414,P
0,4.588000,30939,P
0,4.630000,31434,P
0,4.671000,31943,P
0,4.713000,32699,P
0,4.755000,33579,P
0,4.796000,34065,P
0,4.838000,34560,P
0,4.880000,35041,P
0,4.922000,35554,P
0,4.963000,36049,P
0,5.005000,36557,P
0,5.047000,37028,P
0,5.088000,37565,P
0,5.130000,38034,P
0,5.172000,38510,P
0,5.214000,38957,P
0,5.255000,39419,P
0,5.297000,39858,P
0,5.339000,40324,P
0,5.380000,40770,P
0,5.422000,41326,P
0,5.464000,41777,P
0,5.506000,42244,P
0,5.547000,42478,P
0,5.589000,42977,P
0,5.631000,43406,P
0,5.672000,43834,P
0,5.714000,44231,P
0,5.756000,44699,P
0,5.797000,45100,P
0,5.839000,45532,P
0,5.881000,46013,P
0,5.923000,46530,P
0,5.964000,47013,P
0,6.006000,47505,P
0,6.048000,47994,P
0,6.089000,48568,P
0,6.131000,49068,P
0,6.173000,49578,P
0,6.215000,50074,P
0,6.256000,50619,P
0,6.298000,51111,P
0,6.340000,51647,P
0,6.381000,52144,P
0,6.423000,52465,P
0,6.465000,52971,P
0,6.507000,53500,P
0,6.548000,53987,P
0,6.590000,54537,P
0,6.632000,55058,P
0,6.673000,55562,P
0,6.715000,56056,P
0,6.757000,56665,P
0,6.798000,57167,P
0,6.840000,57689,P
0,6.882000,58194,P
0,6.924000,58730,P
0,6.965000,59221,P
0,7.007000,59737,P
0,7.049000,60229,P
0,7.090000,60796,P
0,7.132000,61359,P
0,7.174000,62066,P
0,7.216000,62531,P
0,7.257000,62805,P
0,7.299000,63273,P
0,7.341000,63773,P
0,7.382000,64250,P
0,7.424000,64851,P
0,7.466000,65339,P
0,7.508000,66177,P
0,7.549000,66665,P
0,7.591000,66954,P
0,7.633000,67430,P
0,7.674000,67927,P
0,7.716000,68395,P
0,7.758000,68913,P
0,7.799000,69342,P
0,7.841000,69804,P
0,7.883000,70254,P
0,7.925000,70748,P
0,7.966000,71179,P
0,8.008000,71862,P
0,8.050000,72523,P
0,8.091000,73146,P
0,8.133000,73713,P
0,8.175000,74583,P
0,8.217000,75044,P
0,8.258000,75534,P
0,8.300000,75980,P
0,8.342000,76461,P
0,8.383000,76704,P
0,8.425000,77247,P
0,8.467000,77697,P
0,8.509000,78173,P
0,8.550000,78638,P
0,8.592000,79164,P
0,8.634000,79629,P
0,8.675000,80088,P
0,8.717000,80526,P
0,8.759000,81175,P
0,8.800000,82031,P
0,8.842000,82906,P
0,8.884000,83506,P
0,8.926000,84091,P
0,8.967000,84681,P
0,9.009000,85203,P
0,9.051000,85901,P
0,9.092000,86481,P
0,9.134000,86964,P
0,9.176000,87463,P
0,9.218000,87953,P
0,9.259000,88500,P
0,9.301000,88996,P
0,9.343000,89488,P
0,9.384000,89971,P
0,9.426000,90567,P
0,9.468000,91036,P
0,9.510000,91507,P
0,9.551000,91751,P
0,9.593000,92244,P
0,9.635000,92707,P
0,9.676000,93163,P
0,9.718000,93623,P
0,9.760000,94157,P
0,9.801000,94614,P
0,9.843000,95077,P
0,9.885000,95515,P
0,9.927000,96034,P
0,9.968000,96525,P
0,10.010000,97041,P
0,10.052000,97536,P
0,10.093000,98108,P
0,10.135000,98597,P
0,10.177000,99077,P
1,10.219000,99542,I
0,10.260000,100096,P
0,10.302000,100702,P
0,10.344000,101182,P
0,10.385000,101677,P
0,10.427000,102150,P
0,10.469000,102673,P
0,10.511000,102905,P
0,10.552000,103402,P
0,10.594000,103876,P
0,10.636000,104427,P
0,10.677000,104907,P
0,10.719000,105407,P
0,10.761000,105886,P
0,10.802000,106392,P
0,10.844000,106856,P
0,10.886000,107345,P
0,10.928000,107821,P
0,10.969000,108407,P
0,11.011000,108860,P
0,11.053000,109344,P
0,11.094000,109805,P
0,11.136000,110318,P
0,11.178000,110788,P
0,11.220000,111293,P
0,11.261000,111770,P
0,11.303000,112328,P
0,11.345000,112812,P
0,11.386000,113324,P
0,11.428000,113570,P
0,11.470000,114074,P
0,11.512000,114555,P
0,11.553000,115061,P
0,11.595000,115549,P
0,11.637000,116153,P
0,11.678000,116631,P
0,11.720000,117139,P
0,11.762000,117608,P
0,11.803000,118135,P
0,11.845000,118608,P
0,11.887000,119112,P
0,11.929000,119591,P
0,11.970000,120119,P
0,12.012000,120592,P
0,12.054000,121099,P
0,12.095000,121587,P
0,12.137000,122098,P
0,12.179000,122565,P
0,12.221000,123059,P
0,12.262000,123541,P
0,12.304000,125022,P
0,12.346000,125484,P
0,12.387000,125738,P
0,12.429000,126206,P
0,12.471000,126732,P
0,12.513000,127203,P
0,12.554000,127703,P
0,12.596000,128152,P
0,12.638000,128699,P
0,12.679000,129159,P
0,12.721000,129649,P
0,12.763000,130112,P
0,12.804000,130824,P
0,12.846000,131278,P
0,12.888000,131860,P
0,12.930000,132311,P
0,12.971000,158424,P
0,13.013000,158871,P
0,13.055000,159401,P
0,13.096000,159824,P
0,13.138000,160652,P
0,13.180000,161061,P
0,13.222000,161557,P
0,13.263000,161763,P
0,13.305000,167596,P
0,13.347000,167997,P
0,13.388000,168784,P
0,13.430000,169175,P
0,13.472000,171260,P
0,13.514000,171652,P
0,13.555000,172561,P
0,13.597000,172964,P
0,13.639000,207389,P
0,13.680000,207756,P
0,13.722000,208704,P
0,13.764000,209069,P
0,13.805000,211403,P
0,13.847000,211752,P
0,13.889000,212511,P
0,13.931000,212871,P
0,13.972000,217223,P
0,14.014000,217576,P
0,14.056000,218479,P
0,14.097000,218843,P
0,14.139000,221306,P
0,14.181000,221691,P
0,14.223000,222530,P
0,14.264000,222911,P
0,14.306000,252643,P
0,14.348000,253029,P
0,14.389000,254317,P
0,14.431000,254733,P
0,14.473000,257510,P
0,14.515000,257919,P
0,14.556000,259126,P
0,14.598000,259540,P
0,14.640000,265239,P
0,14.681000,265654,P
0,14.723000,266810,P
0,14.765000,267201,P
0,14.806000,270201,P
0,14.848000,270597,P
0,14.890000,271789,P
0,14.932000,272190,P
0,14.973000,306483,P
0,15.015000,306905,P
0,15.057000,308143,P
0,15.098000,308568,P
0,15.140000,310909,P
0,15.182000,311330,P
0,15.224000,312422,P
0,15.265000,312833,P
0,15.307000,317953,P
0,15.349000,318373,P
0,15.390000,319336,P
0,15.432000,319759,P
0,15.474000,322407,P
0,15.516000,322827,P
0,15.557000,324010,P
0,15.599000,324465,P
